Symbol,Name,Label
TYC,,TYC
TYL,"Tyler Technologies, Inc.","Tyler Technologies, Inc. (TYL)"
TYPE,Monotype Imaging Holdings Inc.,Monotype Imaging Holdings Inc. (TYPE)
TZOO,Travelzoo,Travelzoo (TZOO)
UA,"Under Armour, Inc.","Under Armour, Inc. (UA)"
UAA,"Under Armour, Inc.","Under Armour, Inc. (UAA)"
UACL,,UACL
UAL,"United Continental Holdings, Inc.","United Continental Holdings, Inc. (UAL)"
UAM,,UAM
UA_C,,UA_C
UBA,Urstadt Biddle Properties Inc.,Urstadt Biddle Properties Inc. (UBA)
UBNK,"United Financial Bancorp, Inc. ","United Financial Bancorp, Inc.  (UBNK)"
UBNT,"Ubiquiti Networks, Inc.","Ubiquiti Networks, Inc. (UBNT)"
UBSH,Union Bankshares Corporation,Union Bankshares Corporation (UBSH)
UBSI,"United Bankshares, Inc.","United Bankshares, Inc. (UBSI)"
UCBI,"United Community Banks, Inc.","United Community Banks, Inc. (UCBI)"
UCFC,United Community Financial Corp.,United Community Financial Corp. (UCFC)
UCP,,UCP
UCTT,"Ultra Clean Holdings, Inc.","Ultra Clean Holdings, Inc. (UCTT)"
UDR,"UDR, Inc.","UDR, Inc. (UDR)"
UEC,Uranium Energy Corp.,Uranium Energy Corp. (UEC)
UEIC,Universal Electronics Inc.,Universal Electronics Inc. (UEIC)
UFCS,"United Fire Group, Inc","United Fire Group, Inc (UFCS)"
UFI,"Unifi, Inc.","Unifi, Inc. (UFI)"
UFPI,"Universal Forest Products, Inc.","Universal Forest Products, Inc. (UFPI)"
UFPT,"UFP Technologies, Inc.","UFP Technologies, Inc. (UFPT)"
UFS,Domtar Corporation,Domtar Corporation (UFS)
UGI,UGI Corporation,UGI Corporation (UGI)
UHAL,Amerco,Amerco (UHAL)
UHS,"Universal Health Services, Inc.","Universal Health Services, Inc. (UHS)"
UHT,Universal Health Realty Income Trust,Universal Health Realty Income Trust (UHT)
UIHC,United Insurance Holdings Corp.,United Insurance Holdings Corp. (UIHC)
UIL,,UIL
UIS,Unisys Corporation,Unisys Corporation (UIS)
ULTA,"Ulta Beauty, Inc.","Ulta Beauty, Inc. (ULTA)"
ULTI,"The Ultimate Software Group, Inc.","The Ultimate Software Group, Inc. (ULTI)"
ULTR,,ULTR
UMBF,UMB Financial Corporation,UMB Financial Corporation (UMBF)
UMH,"UMH Properties, Inc.","UMH Properties, Inc. (UMH)"
UMPQ,Umpqua Holdings Corporation,Umpqua Holdings Corporation (UMPQ)
UNF,Unifirst Corporation,Unifirst Corporation (UNF)
UNFI,"United Natural Foods, Inc.","United Natural Foods, Inc. (UNFI)"
UNH,UnitedHealth Group Incorporated,UnitedHealth Group Incorporated (UNH)
UNIS,,UNIS
UNM,Unum Group,Unum Group (UNM)
UNP,Union Pacific Corporation,Union Pacific Corporation (UNP)
UNS,,UNS
UNT,Unit Corporation,Unit Corporation (UNT)
UNTD,,UNTD
UNXL,,UNXL
UPIP,,UPIP
UPL,Ultra Petroleum Corp.,Ultra Petroleum Corp. (UPL)
UPS,"United Parcel Service, Inc.","United Parcel Service, Inc. (UPS)"
URBN,"Urban Outfitters, Inc.","Urban Outfitters, Inc. (URBN)"
URG,Ur Energy Inc,Ur Energy Inc (URG)
URI,"United Rentals, Inc.","United Rentals, Inc. (URI)"
URS,,URS
USAK,"USA Truck, Inc.","USA Truck, Inc. (USAK)"
USAP,"Universal Stainless & Alloy Products, Inc.","Universal Stainless & Alloy Products, Inc. (USAP)"
USB,U.S. Bancorp,U.S. Bancorp (USB)
USCR,"U S Concrete, Inc.","U S Concrete, Inc. (USCR)"
USG,USG Corporation,USG Corporation (USG)
USLM,"United States Lime & Minerals, Inc.","United States Lime & Minerals, Inc. (USLM)"
USM,United States Cellular Corporation,United States Cellular Corporation (USM)
USMD,,USMD
USMO,,USMO
USNA,"USANA Health Sciences, Inc.","USANA Health Sciences, Inc. (USNA)"
USPH,"U.S. Physical Therapy, Inc.","U.S. Physical Therapy, Inc. (USPH)"
USTR,,USTR
UTEK,,UTEK
UTHR,United Therapeutics Corporation,United Therapeutics Corporation (UTHR)
UTI,Universal Technical Institute Inc,Universal Technical Institute Inc (UTI)
UTIW,,UTIW
UTL,UNITIL Corporation,UNITIL Corporation (UTL)
UTMD,"Utah Medical Products, Inc.","Utah Medical Products, Inc. (UTMD)"
UTX,United Technologies Corporation,United Technologies Corporation (UTX)
UVE,UNIVERSAL INSURANCE HOLDINGS INC,UNIVERSAL INSURANCE HOLDINGS INC (UVE)
UVSP,Univest Corporation of Pennsylvania,Univest Corporation of Pennsylvania (UVSP)
UVV,Universal Corporation,Universal Corporation (UVV)
V,Visa Inc.,Visa Inc. (V)
VAC,Marriot Vacations Worldwide Corporation,Marriot Vacations Worldwide Corporation (VAC)
VAL,,VAL
VAR,"Varian Medical Systems, Inc.","Varian Medical Systems, Inc. (VAR)"
VASC,,VASC
VC,Visteon Corporation,Visteon Corporation (VC)
VCRA,"Vocera Communications, Inc.","Vocera Communications, Inc. (VCRA)"
VCYT,"Veracyte, Inc.","Veracyte, Inc. (VCYT)"
VDSI,,VDSI
VECO,Veeco Instruments Inc.,Veeco Instruments Inc. (VECO)
VFC,V.F. Corporation,V.F. Corporation (VFC)
VG,Vonage Holdings Corp.,Vonage Holdings Corp. (VG)
VGR,Vector Group Ltd.,Vector Group Ltd. (VGR)
VHC,VirnetX Holding Corp,VirnetX Holding Corp (VHC)
VIAB,Viacom Inc.,Viacom Inc. (VIAB)
VIAS,,VIAS
VICL,Vical Incorporated,Vical Incorporated (VICL)
VICR,Vicor Corporation,Vicor Corporation (VICR)
VITC,,VITC
VIVO,Meridian Bioscience Inc.,Meridian Bioscience Inc. (VIVO)
VLCCF,,VLCCF
VLGEA,"Village Super Market, Inc.","Village Super Market, Inc. (VLGEA)"
VLO,Valero Energy Corporation,Valero Energy Corporation (VLO)
VLY,Valley National Bancorp,Valley National Bancorp (VLY)
VMC,Vulcan Materials Company,Vulcan Materials Company (VMC)
VMEM,,VMEM
VMI,"Valmont Industries, Inc.","Valmont Industries, Inc. (VMI)"
VMW,"Vmware, Inc.","Vmware, Inc. (VMW)"
VNCE,Vince Holding Corp.,Vince Holding Corp. (VNCE)
VNDA,Vanda Pharmaceuticals Inc.,Vanda Pharmaceuticals Inc. (VNDA)
VNO,Vornado Realty Trust,Vornado Realty Trust (VNO)
VNTV,,VNTV
VOCS,,VOCS
VOD,Vodafone Group Plc,Vodafone Group Plc (VOD)
VOLC,,VOLC
VOXX,VOXX International Corporation,VOXX International Corporation (VOXX)
VOYA,"Voya Financial, Inc.","Voya Financial, Inc. (VOYA)"
VPFG,,VPFG
VPG,"Vishay Precision Group, Inc.","Vishay Precision Group, Inc. (VPG)"
VPRT,,VPRT
VR,,VR
VRA,"Vera Bradley, Inc.","Vera Bradley, Inc. (VRA)"
VRNG,,VRNG
VRNS,"Varonis Systems, Inc.","Varonis Systems, Inc. (VRNS)"
VRNT,Verint Systems Inc.,Verint Systems Inc. (VRNT)
VRSK,"Verisk Analytics, Inc.","Verisk Analytics, Inc. (VRSK)"
VRSN,"VeriSign, Inc.","VeriSign, Inc. (VRSN)"
VRTS,"Virtus Investment Partners, Inc.","Virtus Investment Partners, Inc. (VRTS)"
VRTU,Virtusa Corporation,Virtusa Corporation (VRTU)
VRTX,Vertex Pharmaceuticals Incorporated,Vertex Pharmaceuticals Incorporated (VRTX)
VRX,,VRX
VSAR,,VSAR
VSAT,"ViaSat, Inc.","ViaSat, Inc. (VSAT)"
VSEC,VSE Corporation,VSE Corporation (VSEC)
VSH,"Vishay Intertechnology, Inc.","Vishay Intertechnology, Inc. (VSH)"
VSI,"Vitamin Shoppe, Inc","Vitamin Shoppe, Inc (VSI)"
VSTM,"Verastem, Inc.","Verastem, Inc. (VSTM)"
VTG,,VTG
VTL,"Vital Therapies, Inc.","Vital Therapies, Inc. (VTL)"
VTNR,"Vertex Energy, Inc","Vertex Energy, Inc (VTNR)"
VTR,"Ventas, Inc.","Ventas, Inc. (VTR)"
VTSS,,VTSS
VVC,Vectren Corporation,Vectren Corporation (VVC)
VVI,Viad Corp,Viad Corp (VVI)
VVTV,,VVTV
VVUS,"VIVUS, Inc.","VIVUS, Inc. (VVUS)"
VZ,Verizon Communications Inc.,Verizon Communications Inc. (VZ)
WAB,Westinghouse Air Brake Technologies Corporation,Westinghouse Air Brake Technologies Corporation (WAB)
WABC,Westamerica Bancorporation,Westamerica Bancorporation (WABC)
WAC,,WAC
WAFD,"Washington Federal, Inc.","Washington Federal, Inc. (WAFD)"
WAG,,WAG
WAGE,"WageWorks, Inc.","WageWorks, Inc. (WAGE)"
WAIR,"Wesco Aircraft Holdings, Inc.","Wesco Aircraft Holdings, Inc. (WAIR)"
WAL,Western Alliance Bancorporation,Western Alliance Bancorporation (WAL)
WASH,"Washington Trust Bancorp, Inc.","Washington Trust Bancorp, Inc. (WASH)"
WAT,Waters Corporation,Waters Corporation (WAT)
WBA,"Walgreens Boots Alliance, Inc.","Walgreens Boots Alliance, Inc. (WBA)"
WBC,Wabco Holdings Inc.,Wabco Holdings Inc. (WBC)
WBCO,,WBCO
WBMD,,WBMD
WBS,Webster Financial Corporation,Webster Financial Corporation (WBS)
WCC,"WESCO International, Inc.","WESCO International, Inc. (WCC)"
WCG,"WellCare Health Plans, Inc.","WellCare Health Plans, Inc. (WCG)"
WCIC,,WCIC
WCN,"Waste Connections, Inc.","Waste Connections, Inc. (WCN)"
WD,"Walker & Dunlop, Inc.","Walker & Dunlop, Inc. (WD)"
WDAY,"Workday, Inc.","Workday, Inc. (WDAY)"
WDC,Western Digital Corporation,Western Digital Corporation (WDC)
WDFC,WD-40 Company,WD-40 Company (WDFC)
WDR,"Waddell & Reed Financial, Inc.","Waddell & Reed Financial, Inc. (WDR)"
WEC,"WEC Energy Group, Inc.","WEC Energy Group, Inc. (WEC)"
WELL,Welltower Inc.,Welltower Inc. (WELL)
WEN,,WEN
WERN,"Werner Enterprises, Inc.","Werner Enterprises, Inc. (WERN)"
WETF,"WisdomTree Investments, Inc.","WisdomTree Investments, Inc. (WETF)"
WEX,WEX Inc.,WEX Inc. (WEX)
WEYS,"Weyco Group, Inc.","Weyco Group, Inc. (WEYS)"
WFC,Wells Fargo & Company,Wells Fargo & Company (WFC)
WFD,,WFD
WFM,,WFM
WG,,WG
WGL,,WGL
WGO,"Winnebago Industries, Inc.","Winnebago Industries, Inc. (WGO)"
WHF,"WhiteHorse Finance, Inc.","WhiteHorse Finance, Inc. (WHF)"
WHG,Westwood Holdings Group Inc,Westwood Holdings Group Inc (WHG)
WHR,Whirlpool Corporation,Whirlpool Corporation (WHR)
WIBC,,WIBC
WIFI,"Boingo Wireless, Inc.","Boingo Wireless, Inc. (WIFI)"
WIN,"Windstream Holdings, Inc.","Windstream Holdings, Inc. (WIN)"
WINA,Winmark Corporation,Winmark Corporation (WINA)
WIRE,Encore Wire Corporation,Encore Wire Corporation (WIRE)
WIX,Wix.com Ltd.,Wix.com Ltd. (WIX)
WLB,,WLB
WLH,Lyon William Homes,Lyon William Homes (WLH)
WLK,Westlake Chemical Corporation,Westlake Chemical Corporation (WLK)
WLL,Whiting Petroleum Corporation,Whiting Petroleum Corporation (WLL)
WLP,,WLP
WLT,,WLT
WLTW,Willis Towers Watson Public Limited Company,Willis Towers Watson Public Limited Company (WLTW)
WM,"Waste Management, Inc.","Waste Management, Inc. (WM)"
WMAR,,WMAR
WMB,"Williams Companies, Inc. (The)","Williams Companies, Inc. (The) (WMB)"
WMC,Western Asset Mortgage Capital Corporation,Western Asset Mortgage Capital Corporation (WMC)
WMGI,Wright Medical Group N.V.,Wright Medical Group N.V. (WMGI)
WMK,"Weis Markets, Inc.","Weis Markets, Inc. (WMK)"
WMT,Walmart Inc.,Walmart Inc. (WMT)
WNC,Wabash National Corporation,Wabash National Corporation (WNC)
WNR,,WNR
WOOF,,WOOF
WOR,"Worthington Industries, Inc.","Worthington Industries, Inc. (WOR)"
WPP,WPP plc,WPP plc (WPP)
WPX,"WPX Energy, Inc.","WPX Energy, Inc. (WPX)"
WR,,WR
WRB,W.R. Berkley Corporation,W.R. Berkley Corporation (WRB)
WRE,Washington Real Estate Investment Trust,Washington Real Estate Investment Trust (WRE)
WRES,,WRES
WRI,Weingarten Realty Investors,Weingarten Realty Investors (WRI)
WRK,Westrock Company,Westrock Company (WRK)
WRLD,World Acceptance Corporation,World Acceptance Corporation (WRLD)
WSBC,"WesBanco, Inc.","WesBanco, Inc. (WSBC)"
WSBF,"Waterstone Financial, Inc.","Waterstone Financial, Inc. (WSBF)"
WSFS,WSFS Financial Corporation,WSFS Financial Corporation (WSFS)
WSM,"Williams-Sonoma, Inc.","Williams-Sonoma, Inc. (WSM)"
WSO,"Watsco, Inc.","Watsco, Inc. (WSO)"
WSR,Whitestone REIT,Whitestone REIT (WSR)
WST,"West Pharmaceutical Services, Inc.","West Pharmaceutical Services, Inc. (WST)"
WSTC,,WSTC
WSTL,"Westell Technologies, Inc.","Westell Technologies, Inc. (WSTL)"
WTBA,West Bancorporation,West Bancorporation (WTBA)
WTFC,Wintrust Financial Corporation,Wintrust Financial Corporation (WTFC)
WTI,"W&T Offshore, Inc.","W&T Offshore, Inc. (WTI)"
WTM,"White Mountains Insurance Group, Ltd.","White Mountains Insurance Group, Ltd. (WTM)"
WTR,"Aqua America, Inc.","Aqua America, Inc. (WTR)"
WTS,"Watts Water Technologies, Inc.","Watts Water Technologies, Inc. (WTS)"
WTSL,,WTSL
WTW,Weight Watchers International Inc,Weight Watchers International Inc (WTW)
WU,Western Union Company (The),Western Union Company (The) (WU)
WWAV,,WWAV
WWD,"Woodward, Inc.","Woodward, Inc. (WWD)"
WWE,"World Wrestling Entertainment, Inc.","World Wrestling Entertainment, Inc. (WWE)"
WWW,"Wolverine World Wide, Inc.","Wolverine World Wide, Inc. (WWW)"
WWWW,,WWWW
WY,Weyerhaeuser Company,Weyerhaeuser Company (WY)
WYN,,WYN
WYNN,"Wynn Resorts, Limited","Wynn Resorts, Limited (WYNN)"
X,United States Steel Corporation,United States Steel Corporation (X)
XCO,,XCO
XCRA,,XCRA
XEC,Cimarex Energy Co,Cimarex Energy Co (XEC)
XEL,Xcel Energy Inc.,Xcel Energy Inc. (XEL)
XL,,XL
XLNX,"Xilinx, Inc.","Xilinx, Inc. (XLNX)"
XLRN,Acceleron Pharma Inc.,Acceleron Pharma Inc. (XLRN)
XLS,,XLS
XNCR,"Xencor, Inc.","Xencor, Inc. (XNCR)"
XNPT,,XNPT
XOM,Exxon Mobil Corporation,Exxon Mobil Corporation (XOM)
XOMA,XOMA Corporation,XOMA Corporation (XOMA)
XON,Intrexon Corporation,Intrexon Corporation (XON)
XONE,The ExOne Company,The ExOne Company (XONE)
XOOM,,XOOM
XOXO,"XO Group, Inc.","XO Group, Inc. (XOXO)"
XPO,"XPO Logistics, Inc.","XPO Logistics, Inc. (XPO)"
XRAY,DENTSPLY SIRONA Inc.,DENTSPLY SIRONA Inc. (XRAY)
XRM,,XRM
XRX,Xerox Corporation,Xerox Corporation (XRX)
XXIA,,XXIA
XXII,"22nd Century Group, Inc","22nd Century Group, Inc (XXII)"
XYL,Xylem Inc.,Xylem Inc. (XYL)
Y,Alleghany Corporation,Alleghany Corporation (Y)
YDKN,,YDKN
YELP,Yelp Inc.,Yelp Inc. (YELP)
YHOO,,YHOO
YORW,The York Water Company,The York Water Company (YORW)
YRCW,"YRC Worldwide, Inc.","YRC Worldwide, Inc. (YRCW)"
YUM,"Yum! Brands, Inc.","Yum! Brands, Inc. (YUM)"
YUME,,YUME
Z,"Zillow Group, Inc.","Zillow Group, Inc. (Z)"
ZAGG,ZAGG Inc,ZAGG Inc (ZAGG)
ZAZA,,ZAZA
ZBH,"Zimmer Biomet Holdings, Inc.","Zimmer Biomet Holdings, Inc. (ZBH)"
ZBRA,Zebra Technologies Corporation,Zebra Technologies Corporation (ZBRA)
ZEN,"Zendesk, Inc.","Zendesk, Inc. (ZEN)"
ZEP,,ZEP
ZEUS,"Olympic Steel, Inc.","Olympic Steel, Inc. (ZEUS)"
ZGNX,"Zogenix, Inc.","Zogenix, Inc. (ZGNX)"
ZIGO,,ZIGO
ZINC,,ZINC
ZION,Zions Bancorporation N.A.,Zions Bancorporation N.A. (ZION)
ZIOP,ZIOPHARM Oncology Inc,ZIOPHARM Oncology Inc (ZIOP)
ZIXI,Zix Corporation,Zix Corporation (ZIXI)
ZLC,,ZLC
ZLTQ,,ZLTQ
ZMH,,ZMH
ZNGA,Zynga Inc.,Zynga Inc. (ZNGA)
ZOES,"Zoe's Kitchen, Inc.","Zoe's Kitchen, Inc. (ZOES)"
ZQK,,ZQK
ZTS,Zoetis Inc.,Zoetis Inc. (ZTS)
ZUMZ,Zumiez Inc.,Zumiez Inc. (ZUMZ)
